time;V(/BSF);
0.0114663;0.145706;
0.0114763;0.1295;
0.0114863;0.113257;
0.0114963;0.0969823;
0.0115063;0.0806798;
0.0115163;0.0643541;
0.0115263;0.0480096;
0.0115363;0.0316511;
0.0115463;0.0152829;
0.0115563;-0.00109043;
0.0115663;-0.0174643;
0.0115763;-0.0338341;
0.0115863;-0.0501954;
0.0115963;-0.0665436;
0.0116063;-0.0828742;
0.0116163;-0.0991826;
0.0116263;-0.115464;
0.0116363;-0.131715;
0.0116463;-0.14793;
0.0116563;-0.164104;
0.0116663;-0.180234;
0.0116763;-0.196315;
0.0116863;-0.212342;
0.0116963;-0.228311;
0.0117063;-0.244217;
0.0117163;-0.260057;
0.0117263;-0.275826;
0.0117363;-0.291519;
0.0117463;-0.307132;
0.0117563;-0.322662;
0.0117663;-0.338103;
0.0117763;-0.353451;
0.0117863;-0.368703;
0.0117963;-0.383854;
0.0118063;-0.3989;
0.0118163;-0.413837;
0.0118263;-0.428661;
0.0118363;-0.443369;
0.0118463;-0.457955;
0.0118563;-0.472416;
0.0118663;-0.486749;
0.0118763;-0.500949;
0.0118863;-0.515014;
0.0118963;-0.528938;
0.0119063;-0.542718;
0.0119163;-0.556352;
0.0119263;-0.569834;
0.0119363;-0.583163;
0.0119463;-0.596333;
0.0119563;-0.609342;
0.0119663;-0.622187;
0.0119763;-0.634864;
0.0119863;-0.64737;
0.0119963;-0.659701;
0.0120063;-0.671855;
0.0120163;-0.683828;
0.0120263;-0.695617;
0.0120363;-0.70722;
0.0120463;-0.718633;
0.0120563;-0.729853;
0.0120663;-0.740878;
0.0120763;-0.751705;
0.0120863;-0.762331;
0.0120963;-0.772753;
0.0121063;-0.782969;
0.0121163;-0.792976;
0.0121263;-0.802772;
0.0121363;-0.812354;
0.0121463;-0.82172;
0.0121563;-0.830867;
0.0121663;-0.839793;
0.0121763;-0.848497;
0.0121863;-0.856974;
0.0121963;-0.865225;
0.0122063;-0.873246;
0.0122163;-0.881035;
0.0122263;-0.88859;
0.0122363;-0.895911;
0.0122463;-0.902993;
0.0122563;-0.909837;
0.0122663;-0.91644;
0.0122763;-0.9228;
0.0122863;-0.928916;
0.0122963;-0.934786;
0.0123063;-0.940409;
0.0123163;-0.945783;
0.0123263;-0.950907;
0.0123363;-0.955779;
0.0123463;-0.960399;
0.0123563;-0.964764;
0.0123663;-0.968874;
0.0123763;-0.972728;
0.0123863;-0.976324;
0.0123963;-0.979662;
0.0124063;-0.98274;
0.0124163;-0.985558;
0.0124263;-0.988115;
0.0124363;-0.990411;
0.0124463;-0.992443;
0.0124563;-0.994213;
0.0124663;-0.995719;
0.0124763;-0.99696;
0.0124863;-0.997937;
0.0124963;-0.998649;
0.0125063;-0.999096;
0.0125163;-0.999277;
0.0125263;-0.999192;
0.0125363;-0.998842;
0.0125463;-0.998226;
0.0125563;-0.997344;
0.0125663;-0.996196;
0.0125763;-0.994783;
0.0125863;-0.993104;
0.0125963;-0.991161;
0.0126063;-0.988952;
0.0126163;-0.98648;
0.0126263;-0.983744;
0.0126363;-0.980746;
0.0126463;-0.977485;
0.0126563;-0.973962;
0.0126663;-0.970179;
0.0126763;-0.966136;
0.0126863;-0.961834;
0.0126963;-0.957274;
0.0127063;-0.952457;
0.0127163;-0.947385;
0.0127263;-0.942059;
0.0127363;-0.93648;
0.0127463;-0.93065;
0.0127563;-0.924569;
0.0127663;-0.91824;
0.0127763;-0.911664;
0.0127863;-0.904843;
0.0127963;-0.897779;
0.0128063;-0.890474;
0.0128163;-0.882929;
0.0128263;-0.875146;
0.0128363;-0.867128;
0.0128463;-0.858876;
0.0128563;-0.850394;
0.0128663;-0.841683;
0.0128763;-0.832745;
0.0128863;-0.823583;
0.0128963;-0.8142;
0.0129063;-0.804597;
0.0129163;-0.794778;
0.0129263;-0.784746;
0.0129363;-0.774502;
0.0129463;-0.76405;
0.0129563;-0.753393;
0.0129663;-0.742534;
0.0129763;-0.731475;
0.0129863;-0.72022;
0.0129963;-0.708771;
0.0130063;-0.697132;
0.0130163;-0.685307;
0.0130263;-0.673297;
0.0130363;-0.661108;
0.0130463;-0.648741;
0.0130563;-0.636201;
0.0130663;-0.62349;
0.0130763;-0.610613;
0.0130863;-0.597573;
0.0130963;-0.584374;
0.0131063;-0.571019;
0.0131163;-0.557511;
0.0131263;-0.543855;
0.0131363;-0.530054;
0.0131463;-0.516113;
0.0131563;-0.502034;
0.0131663;-0.487822;
0.0131763;-0.473481;
0.0131863;-0.459014;
0.0131963;-0.444426;
0.0132063;-0.42972;
0.0132163;-0.414901;
0.0132263;-0.399972;
0.0132363;-0.384938;
0.0132463;-0.369802;
0.0132563;-0.354569;
0.0132663;-0.339243;
0.0132763;-0.323828;
0.0132863;-0.308328;
0.0132963;-0.292748;
0.0133063;-0.277091;
0.0133163;-0.261361;
0.0133263;-0.245563;
0.0133363;-0.229702;
0.0133463;-0.213781;
0.0133563;-0.197804;
0.0133663;-0.181776;
0.0133763;-0.165701;
0.0133863;-0.149584;
0.0133963;-0.133428;
0.0134063;-0.117238;
0.0134163;-0.101018;
0.0134263;-0.0847723;
0.0134363;-0.0685054;
0.0134463;-0.0522215;
0.0134563;-0.0359248;
0.0134663;-0.0196196;
0.0134763;-0.00331024;
0.0134863;0.0129991;
0.0134963;0.0293041;
0.0135063;0.0456004;
0.0135163;0.061884;
0.0135263;0.0781504;
0.0135363;0.0943954;
0.0135463;0.110615;
0.0135563;0.126804;
0.0135663;0.14296;
0.0135763;0.159077;
0.0135863;0.175152;
0.0135963;0.19118;
0.0136063;0.207157;
0.0136163;0.22308;
0.0136263;0.238943;
0.0136363;0.254742;
0.0136463;0.270474;
0.0136563;0.286135;
0.0136663;0.30172;
0.0136763;0.317225;
0.0136863;0.332647;
0.0136963;0.34798;
0.0137063;0.363222;
0.0137163;0.378368;
0.0137263;0.393414;
0.0137363;0.408356;
0.0137463;0.42319;
0.0137563;0.437912;
0.0137663;0.452519;
0.0137763;0.467007;
0.0137863;0.481371;
0.0137963;0.495609;
0.0138063;0.509715;
0.0138163;0.523687;
0.0138263;0.53752;
0.0138363;0.551211;
0.0138463;0.564757;
0.0138563;0.578153;
0.0138663;0.591396;
0.0138763;0.604483;
0.0138863;0.61741;
0.0138963;0.630173;
0.0139063;0.64277;
0.0139163;0.655196;
0.0139263;0.667448;
0.0139363;0.679523;
0.0139463;0.691418;
0.0139563;0.70313;
0.0139663;0.714655;
0.0139763;0.725989;
0.0139863;0.737131;
0.0139963;0.748077;
0.0140063;0.758824;
0.0140163;0.769369;
0.0140263;0.779709;
0.0140363;0.789842;
0.0140463;0.799764;
0.0140563;0.809472;
0.0140663;0.818965;
0.0140763;0.82824;
0.0140863;0.837293;
0.0140963;0.846123;
0.0141063;0.854727;
0.0141163;0.863102;
0.0141263;0.871247;
0.0141363;0.879159;
0.0141463;0.886836;
0.0141563;0.894276;
0.0141663;0.901476;
0.0141763;0.908435;
0.0141863;0.915151;
0.0141963;0.921622;
0.0142063;0.927846;
0.0142163;0.933821;
0.0142263;0.939547;
0.0142363;0.94502;
0.0142463;0.950241;
0.0142563;0.955206;
0.0142663;0.959916;
0.0142763;0.964369;
0.0142863;0.968562;
0.0142963;0.972497;
0.0143063;0.97617;
0.0143163;0.979582;
0.0143263;0.982731;
0.0143363;0.985617;
0.0143463;0.988239;
0.0143563;0.990595;
0.0143663;0.992686;
0.0143763;0.994512;
0.0143863;0.99607;
0.0143963;0.997362;
0.0144063;0.998387;
0.0144163;0.999144;
0.0144263;0.999633;
0.0144363;0.999855;
0.0144463;0.999809;
0.0144563;0.999496;
0.0144663;0.998915;
0.0144763;0.998067;
0.0144863;0.996952;
0.0144963;0.99557;
0.0145063;0.993922;
0.0145163;0.992008;
0.0145263;0.98983;
0.0145363;0.987387;
0.0145463;0.98468;
0.0145563;0.98171;
0.0145663;0.978478;
0.0145763;0.974985;
0.0145863;0.971232;
0.0145963;0.96722;
0.0146063;0.96295;
0.0146163;0.958423;
0.0146263;0.953641;
0.0146363;0.948604;
0.0146463;0.943315;
0.0146563;0.937775;
0.0146663;0.931985;
0.0146763;0.925947;
0.0146863;0.919663;
0.0146963;0.913133;
0.0147063;0.906361;
0.0147163;0.899348;
0.0147263;0.892096;
0.0147363;0.884606;
0.0147463;0.876882;
0.0147563;0.868924;
0.0147663;0.860736;
0.0147763;0.852318;
0.0147863;0.843674;
0.0147963;0.834807;
0.0148063;0.825717;
0.0148163;0.816408;
0.0148263;0.806882;
0.0148363;0.797142;
0.0148463;0.78719;
0.0148563;0.777029;
0.0148663;0.766662;
0.0148763;0.756091;
0.0148863;0.745319;
0.0148963;0.73435;
0.0149063;0.723185;
0.0149163;0.711828;
0.0149263;0.700281;
0.0149363;0.688549;
0.0149463;0.676634;
0.0149563;0.664538;
0.0149663;0.652266;
0.0149763;0.639821;
0.0149863;0.627205;
0.0149963;0.614423;
0.015;0.609597;
