time;V(/HPF);
0.0111219;-8.43265;
0.0111319;-8.4309;
0.0111419;-8.42581;
0.0111519;-8.41494;
0.0111619;-8.38712;
0.0111651;-8.3646;
0.0111665;-8.34819;
0.0111675;-8.33361;
0.0111685;-8.31485;
0.0111691;-8.30423;
0.0111699;-8.29028;
0.0111709;-8.27113;
0.0111719;-8.25082;
0.0111741;-8.20895;
0.0111769;-8.15086;
0.0111806;-8.06859;
0.0111847;-7.97348;
0.0111913;-7.80805;
0.0112001;-7.56482;
0.0112101;-7.2576;
0.0112201;-6.91904;
0.0112301;-6.5505;
0.0112401;-6.15369;
0.0112501;-5.73023;
0.0112601;-5.28206;
0.0112701;-4.81103;
0.0112801;-4.31926;
0.0112901;-3.80881;
0.0113001;-3.28197;
0.0113101;-2.74095;
0.0113201;-2.18816;
0.0113252;-1.90638;
0.0113285;-1.72008;
0.0113304;-1.61236;
0.0113326;-1.4863;
0.0113347;-1.36528;
0.0113372;-1.22777;
0.011341;-1.01076;
0.0113445;-0.80731;
0.0113483;-0.593577;
0.011353;-0.327289;
0.0113585;-0.0119926;
0.0113659;0.412394;
0.0113714;0.728452;
0.0113743;0.898005;
0.0113767;1.03574;
0.0113787;1.14916;
0.0113808;1.2672;
0.011383;1.39596;
0.0113843;1.46966;
0.0113861;1.57091;
0.0113875;1.64731;
0.0113889;1.72964;
0.0113903;1.8088;
0.011392;1.90051;
0.011394;2.01665;
0.0113962;2.13962;
0.0114006;2.38416;
0.0114046;2.6052;
0.0114127;3.0416;
0.0114227;3.57379;
0.0114327;4.09044;
0.0114427;4.58933;
0.0114527;5.0683;
0.0114627;5.52527;
0.0114727;5.95826;
0.0114827;6.36542;
0.0114927;6.74498;
0.0115027;7.09529;
0.0115127;7.41485;
0.0115227;7.70228;
0.0115327;7.95634;
0.0115427;8.17591;
0.0115468;8.25622;
0.0115489;8.29215;
0.0115503;8.31377;
0.0115518;8.33448;
0.0115535;8.35229;
0.0115563;8.37367;
0.0115592;8.38863;
0.0115624;8.39977;
0.0115668;8.40993;
0.011573;8.41894;
0.0115818;8.42636;
0.0115918;8.43038;
0.0116018;8.43125;
0.0116118;8.42925;
0.0116218;8.42362;
0.0116318;8.4114;
0.0116397;8.38898;
0.0116427;8.3703;
0.0116443;8.35495;
0.0116453;8.34167;
0.0116463;8.3254;
0.0116469;8.31576;
0.0116477;8.30171;
0.0116485;8.28599;
0.0116494;8.2705;
0.011651;8.23871;
0.0116531;8.19771;
0.0116557;8.14541;
0.0116587;8.08055;
0.0116635;7.97218;
0.0116701;7.80674;
0.0116801;7.53076;
0.0116901;7.22222;
0.0117001;6.8824;
0.0117101;6.51284;
0.0117201;6.11509;
0.0117301;5.69092;
0.0117401;5.24212;
0.0117501;4.7707;
0.0117601;4.27864;
0.0117701;3.76813;
0.0117801;3.24134;
0.0117901;2.70059;
0.0118001;2.14819;
0.0118064;1.79428;
0.0118098;1.60403;
0.011812;1.47858;
0.0118144;1.34322;
0.0118166;1.21906;
0.0118206;0.994533;
0.0118239;0.804689;
0.0118278;0.584363;
0.0118319;0.349619;
0.0118367;0.0716718;
0.0118431;-0.293543;
0.0118488;-0.617056;
0.0118517;-0.783434;
0.0118542;-0.927594;
0.0118562;-1.04493;
0.0118584;-1.16979;
0.0118608;-1.30502;
0.0118624;-1.39572;
0.0118642;-1.4991;
0.0118659;-1.59277;
0.0118676;-1.69049;
0.0118696;-1.80423;
0.0118719;-1.93202;
0.0118755;-2.13595;
0.0118794;-2.35144;
0.0118872;-2.77757;
0.0118972;-3.31549;
0.0119072;-3.83899;
0.0119172;-4.34583;
0.0119272;-4.83379;
0.0119372;-5.30078;
0.0119472;-5.74477;
0.0119572;-6.16385;
0.0119672;-6.55619;
0.0119772;-6.92012;
0.0119872;-7.25405;
0.0119972;-7.55655;
0.0120072;-7.8263;
