time;V(/BSF);
0.010008;0.614707;
0.010018;0.624061;
0.0100228;0.627561;
0.010026;0.629558;
0.0100282;0.630784;
0.0100305;0.631938;
0.0100343;0.633483;
0.0100376;0.634548;
0.0100415;0.635432;
0.010046;0.635974;
0.0100515;0.635903;
0.010059;0.634487;
0.0100686;0.630314;
0.0100744;0.626548;
0.0100775;0.624039;
0.0100798;0.622063;
0.0100816;0.62038;
0.0100836;0.618435;
0.0100857;0.616198;
0.0100873;0.614526;
0.010089;0.612503;
0.010091;0.610123;
0.0100933;0.607366;
0.0100977;0.601456;
0.0101018;0.595541;
0.01011;0.582407;
0.01012;0.564053;
0.01013;0.543224;
0.01014;0.520015;
0.01015;0.494524;
0.01016;0.466864;
0.01017;0.437153;
0.01018;0.405524;
0.01019;0.372111;
0.0102;0.337064;
0.01021;0.300533;
0.01022;0.262679;
0.01023;0.223667;
0.01024;0.183668;
0.01025;0.142855;
0.01026;0.10141;
0.01027;0.0595104;
0.01028;0.0173427;
0.01029;-0.0249111;
0.0103;-0.0670639;
0.01031;-0.108933;
0.01032;-0.150333;
0.01033;-0.191086;
0.01034;-0.231009;
0.01035;-0.26993;
0.01036;-0.307678;
0.01037;-0.344087;
0.01038;-0.378997;
0.01039;-0.412256;
0.0104;-0.443717;
0.01041;-0.473243;
0.01042;-0.500702;
0.01043;-0.525977;
0.01044;-0.548954;
0.01045;-0.569533;
0.01046;-0.587623;
0.01047;-0.603145;
0.01048;-0.61603;
0.01049;-0.626222;
0.0105;-0.633676;
0.010504;-0.635909;
0.0105068;-0.637177;
0.0105098;-0.638313;
0.0105139;-0.639494;
0.010518;-0.640208;
0.0105219;-0.640479;
0.0105269;-0.640228;
0.0105328;-0.639044;
0.0105408;-0.635831;
0.0105456;-0.633043;
0.0105487;-0.630885;
0.0105509;-0.629154;
0.010553;-0.627407;
0.0105552;-0.62543;
0.0105579;-0.622816;
0.0105599;-0.620785;
0.010562;-0.618415;
0.0105646;-0.61546;
0.0105673;-0.612076;
0.0105729;-0.604697;
0.0105785;-0.596376;
0.0105885;-0.579513;
0.0105985;-0.560112;
0.0106085;-0.538254;
0.0106185;-0.51404;
0.0106285;-0.487569;
0.0106385;-0.458962;
0.0106485;-0.42834;
0.0106585;-0.39584;
0.0106685;-0.361601;
0.0106785;-0.325775;
0.0106885;-0.288515;
0.0106985;-0.249989;
0.0107085;-0.210361;
0.0107185;-0.169808;
0.0107285;-0.128503;
0.0107385;-0.086631;
0.0107485;-0.044372;
0.0107585;-0.00191364;
0.0107685;0.0405609;
0.0107785;0.0828631;
0.0107885;0.12481;
0.0107985;0.166216;
0.0108085;0.206902;
0.0108185;0.246687;
0.0108285;0.285399;
0.0108385;0.322867;
0.0108485;0.358928;
0.0108585;0.393422;
0.0108685;0.4262;
0.0108785;0.457116;
0.0108885;0.486036;
0.0108985;0.512833;
0.0109085;0.537389;
0.0109185;0.559596;
0.0109285;0.579357;
0.0109385;0.596584;
0.0109485;0.611203;
0.0109585;0.623148;
0.0109685;0.632367;
0.0109785;0.638821;
0.0109828;0.640758;
0.0109864;0.64197;
0.0109902;0.642844;
0.0109932;0.643275;
0.0109972;0.64346;
0.0110014;0.643179;
0.0110061;0.642276;
0.0110122;0.640177;
0.0110162;0.638214;
0.0110192;0.636489;
0.0110218;0.634757;
0.0110239;0.633139;
0.0110264;0.63116;
0.01103;0.627939;
0.0110322;0.625833;
0.0110349;0.622994;
0.0110374;0.620255;
0.0110403;0.616793;
0.0110443;0.611685;
0.0110485;0.605996;
0.0110553;0.595542;
0.011063;0.582248;
0.011073;0.562815;
0.011083;0.540919;
0.011093;0.516651;
0.011103;0.49012;
0.011113;0.461439;
0.011123;0.430738;
0.011133;0.398145;
0.011143;0.363808;
0.011153;0.327873;
0.011163;0.290501;
0.011173;0.251851;
0.011183;0.212097;
0.011193;0.171408;
0.011203;0.129967;
0.011213;0.0879504;
0.011223;0.045547;
0.011233;0.0029379;
0.011243;-0.0396861;
0.011253;-0.0821426;
0.011263;-0.124241;
0.011273;-0.165802;
0.011283;-0.206639;
0.011293;-0.246578;
0.011303;-0.285438;
0.011313;-0.323054;
0.011323;-0.359257;
0.011333;-0.393893;
0.011343;-0.426805;
0.011353;-0.457854;
0.011363;-0.486899;
0.011373;-0.513816;
0.011383;-0.538484;
