time;V(/BSF);
0.0116688;-0.437722;
0.0116722;-0.434641;
0.0116739;-0.433027;
0.0116753;-0.431739;
0.0116766;-0.430497;
0.011677;-0.430013;
0.0116778;-0.429272;
0.0116783;-0.428743;
0.0116789;-0.428115;
0.0116798;-0.427255;
0.0116806;-0.426361;
0.0116823;-0.424615;
0.0116841;-0.422567;
0.0116858;-0.420638;
0.0116883;-0.417832;
0.0116907;-0.414881;
0.0116945;-0.410195;
0.0116991;-0.404268;
0.0117055;-0.395238;
0.0117148;-0.381224;
0.0117248;-0.364732;
0.0117348;-0.346856;
0.0117448;-0.327662;
0.0117548;-0.307221;
0.0117648;-0.285608;
0.0117748;-0.262904;
0.0117848;-0.239192;
0.0117948;-0.214561;
0.0118048;-0.189102;
0.0118148;-0.162911;
0.0118248;-0.136084;
0.0118348;-0.108724;
0.0118448;-0.0809296;
0.0118521;-0.0605122;
0.0118558;-0.0499512;
0.011858;-0.0435626;
0.0118604;-0.0367304;
0.0118626;-0.0302505;
0.0118657;-0.0205729;
0.0118692;-0.00975659;
0.0118735;0.00334649;
0.0118775;0.0156541;
0.0118826;0.0310814;
0.011889;0.0495943;
0.0118974;0.0724673;
0.0119027;0.086223;
0.0119058;0.0940761;
0.0119082;0.100216;
0.0119103;0.105688;
0.0119125;0.111535;
0.0119149;0.117852;
0.0119161;0.121206;
0.0119179;0.126042;
0.0119191;0.129445;
0.0119206;0.133512;
0.0119221;0.137405;
0.0119237;0.141826;
0.0119258;0.147652;
0.0119281;0.153745;
0.0119326;0.16585;
0.0119369;0.177296;
0.0119455;0.199728;
0.0119555;0.225183;
0.0119655;0.249816;
0.0119755;0.273528;
0.0119855;0.296235;
0.0119955;0.317844;
0.0120055;0.338279;
0.0120155;0.357456;
0.0120255;0.375308;
0.0120355;0.39176;
0.0120455;0.406755;
0.0120555;0.420229;
0.0120655;0.432137;
0.0120755;0.442425;
0.0120855;0.45106;
0.0120895;0.454037;
0.0120912;0.455212;
0.0120928;0.456301;
0.0120941;0.457177;
0.0120955;0.458014;
0.0120972;0.458994;
0.0120991;0.460021;
0.0121013;0.46113;
0.0121047;0.462611;
0.0121089;0.464077;
0.0121144;0.465363;
0.0121222;0.466056;
0.0121322;0.465047;
0.0121422;0.462108;
0.0121522;0.457423;
0.0121622;0.451201;
0.0121722;0.443624;
0.0121778;0.438883;
0.0121806;0.436392;
0.0121824;0.434717;
0.0121836;0.433582;
0.0121849;0.432303;
0.0121854;0.431784;
0.012186;0.431188;
0.0121868;0.430466;
0.0121874;0.429766;
0.0121882;0.428985;
0.0121892;0.427932;
0.0121903;0.426808;
0.0121924;0.424505;
0.0121946;0.42208;
0.0121968;0.41954;
0.0121997;0.416147;
0.0122023;0.412917;
0.0122058;0.408378;
0.0122097;0.40324;
0.0122144;0.396554;
0.0122204;0.387755;
0.0122284;0.375059;
0.0122384;0.357912;
0.0122484;0.339405;
0.0122584;0.319608;
0.0122684;0.298593;
0.0122784;0.27644;
0.0122884;0.253228;
0.0122984;0.229047;
0.0123084;0.203982;
0.0123184;0.178132;
0.0123284;0.151589;
0.0123384;0.124455;
0.0123484;0.0968294;
0.0123584;0.0688135;
0.0123629;0.055865;
0.0123658;0.0477632;
0.0123677;0.0420442;
0.0123698;0.0359082;
0.0123723;0.0286097;
0.0123759;0.0176593;
0.0123793;0.00688148;
0.0123834;-0.00580239;
0.0123877;-0.0188971;
0.012393;-0.0346938;
0.0123998;-0.0540562;
0.0124092;-0.0792162;
0.012413;-0.0892253;
0.0124158;-0.0963877;
0.012418;-0.10193;
0.0124202;-0.107821;
0.0124227;-0.114556;
0.0124244;-0.118951;
0.012426;-0.123332;
0.0124277;-0.128197;
0.0124295;-0.132965;
0.0124315;-0.138485;
0.0124339;-0.145089;
0.0124365;-0.152139;
0.0124408;-0.16367;
0.0124452;-0.17539;
0.0124527;-0.195179;
0.0124626;-0.220488;
0.0124726;-0.245347;
0.0124826;-0.269304;
0.0124926;-0.292268;
0.0125026;-0.314153;
0.0125126;-0.334873;
0.0125226;-0.354352;
0.0125326;-0.372512;
0.0125426;-0.389287;
0.0125526;-0.404611;
0.0125626;-0.418425;
0.0125726;-0.430675;
0.0125826;-0.441315;
0.0125926;-0.450302;
0.0125965;-0.453388;
0.0125987;-0.454943;
0.0125998;-0.455777;
0.0126012;-0.456689;
0.0126025;-0.457527;
0.0126038;-0.458346;
0.0126063;-0.459877;
0.0126092;-0.461386;
0.0126123;-0.462863;
0.0126159;-0.464243;
0.0126208;-0.46568;
0.0126275;-0.466763;
0.0126375;-0.466557;
0.0126475;-0.464341;
0.0126575;-0.460309;
0.0126675;-0.454655;
0.0126775;-0.44758;
0.0126862;-0.440439;
0.0126895;-0.437467;
0.0126914;-0.435729;
0.0126927;-0.434477;
0.012694;-0.433201;
0.0126945;-0.432663;
0.0126954;-0.431788;
0.0126961;-0.431129;
0.0126968;-0.430422;
0.0126977;-0.429436;
0.0126987;-0.428365;
0.0127003;-0.426683;
0.012702;-0.424871;
0.0127038;-0.422887;
0.0127063;-0.419956;
0.0127086;-0.417147;
0.0127123;-0.412564;
0.0127164;-0.407202;
0.0127221;-0.399366;
0.0127296;-0.388289;
0.0127394;-0.372659;
0.0127494;-0.355214;
0.0127594;-0.33642;
0.0127694;-0.316346;
0.0127794;-0.295067;
0.0127894;-0.272662;
0.0127994;-0.249214;
0.0128094;-0.224809;
0.0128194;-0.199539;
0.0128294;-0.173498;
0.0128394;-0.146783;
0.0128494;-0.119494;
0.0128594;-0.0917331;
0.0128694;-0.0635943;
0.0128737;-0.0512068;
0.0128762;-0.0439576;
0.0128787;-0.0367261;
0.012881;-0.0299716;
0.0128841;-0.0205427;
0.0128876;-0.00956815;
0.0128918;0.00360084;
0.0128958;0.0158783;
0.012901;0.0313465;
0.0129074;0.0498036;
0.0129158;0.0726619;
0.0129206;0.0853686;
0.0129236;0.0930622;
0.012926;0.0991642;
0.0129281;0.104748;
0.0129304;0.110785;
0.0129328;0.117221;
0.012934;0.120593;
0.0129358;0.125454;
0.012937;0.128678;
0.0129385;0.132776;
0.0129399;0.136666;
0.0129414;0.140886;
0.0129435;0.146441;
0.0129456;0.152164;
0.0129497;0.163426;
0.0129535;0.173617;
0.0129612;0.193721;
0.0129712;0.219478;
0.0129812;0.244435;
0.0129912;0.268489;
0.0130012;0.291557;
0.0130112;0.313544;
0.0130212;0.334372;
0.0130312;0.353957;
0.0130412;0.372229;
0.0130512;0.389112;
0.0130612;0.404548;
0.0130712;0.418472;
0.0130812;0.430834;
0.0130912;0.441582;
0.0131012;0.45068;
0.0131055;0.454094;
0.0131076;0.455665;
0.0131089;0.456575;
0.0131101;0.457377;
0.0131113;0.458175;
0.0131127;0.459077;
0.0131147;0.460271;
0.0131176;0.461912;
0.0131208;0.463419;
0.0131241;0.46479;
0.0131287;0.466249;
0.013135;0.467456;
0.0131429;0.467745;
0.0131529;0.466261;
0.0131629;0.462883;
0.0131729;0.457813;
0.0131829;0.451244;
0.0131929;0.443361;
0.0131971;0.43972;
0.0131994;0.437573;
0.0132009;0.436188;
0.0132021;0.43502;
0.0132033;0.433845;
0.0132039;0.433249;
0.0132047;0.43247;
0.0132056;0.431569;
0.0132065;0.430611;
0.0132076;0.429519;
0.0132089;0.42815;
0.0132102;0.426672;
0.0132126;0.424042;
0.013215;0.421261;
0.0132198;0.415421;
0.013228;0.404769;
0.013238;0.390264;
0.013248;0.374279;
0.013258;0.356877;
0.013268;0.33812;
0.013278;0.318077;
0.013288;0.296822;
0.013298;0.274435;
0.013308;0.250998;
0.013318;0.226599;
0.013328;0.201328;
0.013338;0.175281;
0.013348;0.148552;
0.013358;0.121244;
0.013368;0.0934564;
0.013378;0.0652883;
0.0133824;0.0527546;
0.013385;0.0452233;
0.0133872;0.0388328;
0.0133894;0.0321617;
0.0133922;0.0236991;
0.013396;0.0120061;
0.0133998;4.00451e-05;
0.0134038;-0.0123063;
0.0134087;-0.026998;
0.0134146;-0.0442306;
0.0134223;-0.0657771;
0.0134286;-0.0823078;
0.0134318;-0.0905102;
0.0134343;-0.097121;
0.0134364;-0.102591;
0.0134387;-0.108656;
0.0134411;-0.115265;
0.0134425;-0.118858;
0.0134443;-0.123997;
0.0134457;-0.127686;
0.0134472;-0.131912;
0.0134487;-0.135863;
0.0134503;-0.140452;
0.0134525;-0.146285;
0.0134547;-0.15237;
0.0134592;-0.164464;
0.0134632;-0.175327;
0.0134713;-0.196736;
0.0134811;-0.221882;
0.0134911;-0.24681;
0.0135011;-0.270825;
0.0135111;-0.293845;
0.0135211;-0.315774;
0.0135311;-0.336536;
0.0135411;-0.356046;
0.0135511;-0.374234;
0.0135611;-0.391026;
0.0135711;-0.406363;
0.0135811;-0.420179;
0.0135911;-0.432428;
0.0136011;-0.443055;
0.0136111;-0.452027;
0.0136153;-0.455258;
0.0136171;-0.456616;
0.0136184;-0.4575;
0.0136195;-0.458262;
0.0136207;-0.459016;
0.0136224;-0.460129;
0.0136246;-0.461397;
0.0136275;-0.462976;
0.0136305;-0.464374;
0.0136342;-0.465819;
0.0136391;-0.467241;
0.013646;-0.46833;
0.013655;-0.4682;
0.013665;-0.466137;
0.013675;-0.462237;
0.013685;-0.456703;
0.013695;-0.449725;
0.013705;-0.441474;
0.0137082;-0.438565;
0.0137099;-0.436966;
0.0137112;-0.435746;
0.0137124;-0.434592;
0.0137129;-0.434039;
0.0137137;-0.433313;
0.0137143;-0.432716;
0.013715;-0.431991;
0.013716;-0.430962;
0.013717;-0.429864;
0.0137191;-0.427643;
0.0137209;-0.42563;
0.0137228;-0.423442;
0.013725;-0.420869;
0.0137271;-0.418434;
0.0137296;-0.415303;
0.0137322;-0.41193;
0.0137354;-0.407761;
0.0137391;-0.402607;
0.0137436;-0.39617;
0.0137492;-0.387638;
0.0137567;-0.375505;
0.0137667;-0.358127;
0.0137767;-0.339386;
0.0137867;-0.319358;
0.0137967;-0.298111;
0.0138067;-0.275728;
0.0138167;-0.252289;
0.0138267;-0.227885;
0.0138367;-0.202602;
0.0138467;-0.17654;
0.0138567;-0.14979;
0.0138667;-0.122458;
0.0138767;-0.0946406;
0.0138867;-0.0664412;
0.0138912;-0.0536853;
0.0138939;-0.0459734;
0.013896;-0.0396944;
0.0138982;-0.0330911;
0.0139009;-0.025094;
0.0139049;-0.0126551;
0.0139087;-0.000860497;
0.0139127;0.0114778;
0.0139175;0.0260226;
0.0139232;0.042861;
0.0139309;0.064125;
0.0139374;0.0814476;
0.0139406;0.0897104;
0.0139432;0.0964221;
0.0139452;0.101878;
0.0139475;0.108031;
0.01395;0.114727;
0.0139513;0.118356;
0.0139532;0.123563;
0.0139546;0.127272;
0.0139561;0.131528;
0.0139576;0.135484;
0.0139592;0.140085;
0.0139614;0.145913;
0.0139636;0.151989;
0.0139675;0.162534;
0.0139716;0.17363;
0.0139778;0.190129;
0.0139857;0.21072;
0.0139957;0.236067;
0.0140057;0.260542;
0.0140157;0.28406;
0.0140257;0.306525;
0.0140357;0.327858;
0.0140457;0.34797;
0.0140557;0.366793;
0.0140657;0.384247;
0.0140757;0.400273;
0.0140857;0.414801;
0.0140957;0.427783;
0.0141057;0.439161;
0.0141157;0.448899;
0.0141236;0.455374;
0.0141262;0.457311;
0.0141278;0.458403;
0.0141291;0.45926;
0.0141304;0.460103;
0.0141322;0.461242;
0.0141352;0.46292;
0.0141381;0.46441;
0.0141414;0.46581;
0.0141456;0.467275;
0.0141514;0.468598;
0.0141587;0.469216;
0.0141687;0.468235;
0.0141787;0.465314;
0.0141887;0.460645;
0.0141987;0.45443;
0.0142087;0.446854;
0.0142138;0.442507;
0.0142166;0.44003;
0.0142183;0.438457;
0.0142195;0.437258;
0.0142209;0.435965;
0.0142214;0.435452;
0.0142221;0.434748;
0.0142229;0.433943;
0.0142237;0.433118;
0.0142247;0.432153;
0.0142259;0.430867;
0.0142272;0.429482;
0.0142298;0.42663;
0.0142326;0.423418;
0.0142355;0.420003;
0.0142394;0.41518;
0.014243;0.410425;
0.0142479;0.403711;
0.0142534;0.395868;
0.01426;0.385738;
0.0142686;0.371477;
0.0142786;0.353688;
0.0142886;0.334556;
0.0142986;0.314152;
0.0143086;0.292551;
0.0143186;0.269834;
0.0143286;0.246084;
0.0143386;0.22139;
0.0143486;0.195845;
0.0143586;0.169543;
0.0143686;0.142583;
0.0143786;0.115065;
0.0143886;0.0870929;
0.0143986;0.0587479;
0.0144023;0.0481183;
0.0144047;0.0412174;
0.0144069;0.0345554;
0.0144092;0.0277247;
0.0144137;0.0137697;
0.0144173;0.00263318;
0.0144214;-0.00989132;
0.014426;-0.0240965;
0.0144315;-0.0403862;
0.0144389;-0.0610376;
0.0144462;-0.0805796;
0.0144494;-0.0888055;
0.014452;-0.0957749;
0.0144541;-0.101057;
0.0144568;-0.108333;
0.0144593;-0.115136;
0.0144605;-0.11857;
0.0144623;-0.123375;
0.0144633;-0.126334;
0.0144648;-0.130243;
0.0144661;-0.133969;
0.0144675;-0.137917;
0.0144695;-0.143375;
0.0144716;-0.149018;
0.0144753;-0.15914;
0.0144795;-0.170372;
0.0144857;-0.186886;
0.014494;-0.208609;
0.014504;-0.234066;
0.014514;-0.258658;
0.014524;-0.282301;
0.014534;-0.304895;
0.014544;-0.326364;
0.014554;-0.346618;
0.014564;-0.365587;
0.014574;-0.383191;
0.014584;-0.39937;
0.014594;-0.414055;
0.014604;-0.427196;
0.014614;-0.438735;
0.014624;-0.448635;
0.014634;-0.456849;
0.0146369;-0.458955;
0.0146387;-0.460108;
0.0146404;-0.461214;
0.0146423;-0.46233;
0.0146454;-0.464072;
0.0146484;-0.465498;
0.014652;-0.466925;
0.0146564;-0.468302;
0.0146631;-0.469519;
0.0146693;-0.469764;
0.0146793;-0.468478;
0.0146893;-0.465276;
0.0146993;-0.460361;
0.0147093;-0.453923;
0.0147193;-0.446154;
0.0147237;-0.44239;
0.0147262;-0.440154;
0.0147277;-0.438734;
0.0147289;-0.437551;
0.0147302;-0.436345;
0.0147307;-0.435823;
0.0147316;-0.434983;
0.0147324;-0.434102;
0.0147332;-0.433284;
0.0147344;-0.432048;
0.0147355;-0.430878;
0.0147367;-0.42964;
0.014738;-0.428163;
0.0147394;-0.426635;
0.0147413;-0.424448;
0.0147434;-0.422004;
0.0147464;-0.418346;
0.0147502;-0.413562;
0.0147554;-0.406519;
0.0147627;-0.396137;
0.0147726;-0.380545;
0.0147826;-0.36345;
0.0147926;-0.344976;
0.0148026;-0.325191;
0.0148126;-0.304167;
0.0148226;-0.281984;
0.0148326;-0.258724;
0.0148426;-0.234472;
0.0148526;-0.20932;
0.0148626;-0.183361;
0.0148726;-0.156692;
0.0148826;-0.129414;
0.0148926;-0.101626;
0.0149026;-0.0734328;
0.0149077;-0.058838;
0.0149109;-0.04986;
0.0149129;-0.0438896;
0.0149152;-0.0370995;
0.0149175;-0.0303027;
0.0149207;-0.0205254;
0.0149242;-0.00964378;
0.0149285;0.00356926;
0.0149325;0.0158608;
0.0149375;0.0311616;
0.0149439;0.0494507;
0.0149521;0.0721167;
0.0149565;0.0837874;
0.0149595;0.0914345;
0.0149618;0.0974994;
0.014964;0.103303;
0.0149663;0.109509;
0.0149687;0.116051;
0.0149701;0.119783;
0.0149718;0.124709;
0.0149731;0.128237;
0.0149747;0.132582;
0.0149762;0.136801;
0.0149779;0.141404;
0.0149801;0.147413;
0.0149823;0.15359;
0.0149865;0.164805;
0.0149904;0.17548;
0.0149984;0.196525;
0.015;0.20078;
