time;V(/BSF);
0.0100039;0.395169;
0.0100139;0.409276;
0.0100239;0.421854;
0.0100339;0.43286;
0.0100439;0.442246;
0.0100493;0.44659;
0.0100525;0.448991;
0.0100541;0.450123;
0.0100554;0.450994;
0.0100565;0.451738;
0.0100577;0.452468;
0.0100597;0.453668;
0.0100622;0.455081;
0.010065;0.456475;
0.0100681;0.457824;
0.0100721;0.459225;
0.0100775;0.460518;
0.010085;0.461269;
0.010095;0.460416;
0.010105;0.457619;
0.010115;0.453069;
0.010125;0.44697;
0.010135;0.439513;
0.0101418;0.433694;
0.0101449;0.430914;
0.0101468;0.429176;
0.0101481;0.427955;
0.0101494;0.426638;
0.01015;0.426036;
0.0101507;0.425357;
0.0101515;0.424574;
0.0101523;0.423766;
0.0101532;0.422762;
0.0101545;0.421394;
0.0101559;0.419926;
0.0101583;0.417248;
0.0101609;0.414327;
0.0101636;0.411128;
0.0101672;0.406687;
0.0101707;0.402199;
0.0101753;0.395898;
0.0101805;0.388483;
0.0101869;0.378856;
0.0101948;0.366147;
0.0102048;0.348781;
0.0102148;0.330089;
0.0102248;0.310141;
0.0102348;0.289011;
0.0102448;0.266776;
0.0102548;0.243519;
0.0102648;0.219326;
0.0102748;0.194287;
0.0102848;0.168495;
0.0102948;0.142047;
0.0103048;0.115041;
0.0103148;0.0875776;
0.0103248;0.059744;
0.0103286;0.0491412;
0.0103309;0.0424554;
0.010333;0.0363914;
0.0103351;0.0301272;
0.0103388;0.0190352;
0.0103423;0.00817542;
0.0103464;-0.00450039;
0.0103506;-0.0172619;
0.0103558;-0.0329366;
0.0103624;-0.0518806;
0.0103714;-0.0760464;
0.0103767;-0.0895278;
0.0103799;-0.0974167;
0.0103822;-0.103252;
0.0103843;-0.108661;
0.0103864;-0.114211;
0.0103887;-0.120221;
0.0103899;-0.123493;
0.0103916;-0.128163;
0.0103929;-0.131663;
0.0103944;-0.135674;
0.0103959;-0.139624;
0.0103976;-0.144172;
0.0103998;-0.150244;
0.0104022;-0.156676;
0.010407;-0.169446;
0.0104121;-0.182725;
0.0104221;-0.208428;
0.0104321;-0.233368;
0.0104421;-0.257456;
0.0104521;-0.280596;
0.0104621;-0.302705;
0.0104721;-0.323692;
0.0104821;-0.343485;
0.0104921;-0.362002;
0.0105021;-0.379176;
0.0105121;-0.394938;
0.0105221;-0.409231;
0.0105321;-0.421995;
0.0105421;-0.433186;
0.0105521;-0.442754;
0.0105605;-0.449551;
0.0105632;-0.451458;
0.0105648;-0.452515;
0.0105661;-0.453392;
0.0105675;-0.454251;
0.0105696;-0.455456;
0.0105725;-0.457052;
0.0105756;-0.458496;
0.010579;-0.459838;
0.0105837;-0.461245;
0.01059;-0.462377;
0.0105984;-0.462512;
0.0106084;-0.460795;
0.0106184;-0.457213;
0.0106284;-0.451967;
0.0106384;-0.445252;
0.0106484;-0.437253;
0.0106526;-0.433594;
0.0106549;-0.431429;
0.0106564;-0.430051;
0.0106576;-0.428876;
0.0106588;-0.427709;
0.0106594;-0.42712;
0.0106602;-0.426349;
0.0106611;-0.425436;
0.010662;-0.424503;
0.010663;-0.423415;
0.0106642;-0.422115;
0.0106655;-0.420708;
0.0106676;-0.4184;
0.0106697;-0.415956;
0.010674;-0.410855;
0.0106808;-0.402157;
0.0106908;-0.388052;
0.0107008;-0.372478;
0.0107108;-0.355492;
0.0107208;-0.337155;
0.0107308;-0.317537;
0.0107408;-0.296707;
0.0107508;-0.274746;
0.0107608;-0.251732;
0.0107708;-0.227752;
0.0107808;-0.202895;
0.0107908;-0.177253;
0.0108008;-0.150922;
0.0108108;-0.124001;
0.0108208;-0.0965884;
0.0108308;-0.0687856;
0.0108354;-0.0557009;
0.0108383;-0.0476643;
0.0108402;-0.0420724;
0.0108423;-0.035978;
0.0108446;-0.0291986;
0.010848;-0.0188111;
0.0108514;-0.0083941;
0.0108555;0.0044376;
0.0108597;0.0171413;
0.0108649;0.0327392;
0.0108715;0.0517813;
0.0108803;0.0755652;
0.0108855;0.0887095;
0.0108886;0.0964815;
0.0108909;0.102369;
0.010893;0.107802;
0.0108952;0.113503;
0.0108975;0.119641;
0.0108987;0.122861;
0.0109004;0.127551;
0.0109016;0.130839;
0.0109031;0.134809;
0.0109045;0.138661;
0.0109061;0.142982;
0.0109082;0.14877;
0.0109105;0.154819;
0.010915;0.166839;
0.0109194;0.178559;
0.0109283;0.201611;
0.0109383;0.226855;
0.0109483;0.251271;
0.0109583;0.274762;
0.0109683;0.297244;
0.0109783;0.318625;
0.0109883;0.338831;
0.0109983;0.357777;
0.0110083;0.375397;
0.0110183;0.391618;
0.0110283;0.406384;
0.0110383;0.419631;
0.0110483;0.431314;
0.0110583;0.441382;
0.0110683;0.4498;
0.0110716;0.452167;
0.0110731;0.453266;
0.0110745;0.454181;
0.011076;0.455093;
0.0110774;0.455969;
0.0110798;0.457365;
0.0110827;0.458855;
0.0110859;0.460244;
0.0110897;0.461629;
0.011095;0.463011;
0.0111022;0.463876;
0.0111122;0.463235;
0.0111222;0.460623;
0.0111322;0.456241;
0.0111422;0.450281;
0.0111522;0.442945;
0.0111595;0.436836;
0.0111627;0.433966;
0.0111645;0.432265;
0.0111658;0.430994;
0.0111672;0.429676;
0.0111678;0.429078;
0.0111687;0.42821;
0.0111693;0.42754;
0.01117;0.426834;
0.0111709;0.425884;
0.0111719;0.424852;
0.0111738;0.422892;
0.0111755;0.420994;
0.0111772;0.419015;
0.0111794;0.416529;
0.0111813;0.414209;
0.0111839;0.411061;
0.0111866;0.407611;
0.01119;0.403204;
0.0111941;0.397575;
0.0111991;0.390363;
0.0112056;0.38049;
0.0112145;0.365949;
0.0112245;0.348285;
0.0112345;0.329297;
0.0112445;0.309056;
0.0112545;0.287636;
0.0112645;0.265119;
0.0112745;0.241584;
0.0112845;0.217122;
0.0112945;0.191822;
0.0113045;0.16578;
0.0113145;0.139091;
0.0113245;0.111858;
0.0113345;0.0841783;
0.0113431;0.0599029;
0.0113466;0.0500711;
0.0113489;0.043476;
0.0113509;0.0376814;
0.0113529;0.0316804;
0.0113568;0.0200678;
0.0113601;0.00979271;
0.0113643;-0.0034084;
0.0113684;-0.0158666;
0.0113735;-0.0311956;
0.01138;-0.0498576;
0.0113885;-0.0730542;
0.0113939;-0.0869969;
0.0113971;-0.0950659;
0.0113995;-0.101108;
0.0114016;-0.106632;
0.0114037;-0.112198;
0.011406;-0.11828;
0.0114072;-0.121493;
0.0114091;-0.126596;
0.0114105;-0.130367;
0.011412;-0.134506;
0.0114135;-0.138545;
0.0114152;-0.143217;
0.0114175;-0.149404;
0.0114199;-0.155944;
0.0114245;-0.168101;
0.0114295;-0.18147;
0.0114373;-0.20171;
0.0114473;-0.227031;
0.0114573;-0.251524;
0.0114673;-0.275089;
0.0114773;-0.297644;
0.0114873;-0.319096;
0.0114973;-0.339369;
0.0115073;-0.35838;
0.0115173;-0.376063;
0.0115273;-0.392343;
0.0115373;-0.407165;
0.0115473;-0.420464;
0.0115573;-0.432195;
0.0115673;-0.442308;
0.0115773;-0.450767;
0.0115809;-0.453366;
0.0115824;-0.45445;
0.011584;-0.455506;
0.0115856;-0.456497;
0.0115871;-0.457379;
0.0115889;-0.458424;
0.0115912;-0.459596;
0.0115937;-0.460803;
0.0115975;-0.462288;
0.0116023;-0.463712;
0.0116088;-0.464796;
0.0116188;-0.464682;
0.0116288;-0.462546;
0.0116388;-0.458592;
0.0116488;-0.453006;
0.0116588;-0.445997;
