time;V(/LPF);
0.0110966;-1.2286;
0.0111066;-0.949523;
0.0111166;-0.665647;
0.0111266;-0.378368;
0.0111366;-0.0890932;
0.0111466;0.200755;
0.0111566;0.489754;
0.0111666;0.776483;
0.0111766;1.05953;
0.0111866;1.33751;
0.0111966;1.60905;
0.0112066;1.87281;
0.0112166;2.1275;
0.0112266;2.37186;
0.0112366;2.60469;
0.0112466;2.82484;
0.0112566;3.03121;
0.0112666;3.22281;
0.0112766;3.39866;
0.0112866;3.55792;
0.0112966;3.69978;
0.0113066;3.82354;
0.0113166;3.92859;
0.0113266;4.01441;
0.0113366;4.08056;
0.0113466;4.12672;
0.0113566;4.15265;
0.0113666;4.15821;
0.0113766;4.14336;
0.0113866;4.10818;
0.0113966;4.05283;
0.0114066;3.97757;
0.0114166;3.88276;
0.0114266;3.76886;
0.0114366;3.63642;
0.0114466;3.48609;
0.0114566;3.31859;
0.0114666;3.13474;
0.0114766;2.93543;
0.0114866;2.72164;
0.0114966;2.49442;
0.0115066;2.25486;
0.0115166;2.00415;
0.0115266;1.7435;
0.0115366;1.47419;
0.0115466;1.19754;
0.0115566;0.914909;
0.0115666;0.627672;
0.0115766;0.337241;
0.0115866;0.0450375;
0.0115966;-0.247505;
0.0116066;-0.538953;
0.0116166;-0.827875;
0.0116266;-1.11286;
0.0116366;-1.39249;
0.0116466;-1.66542;
0.0116566;-1.93028;
0.0116666;-2.18579;
0.0116766;-2.43069;
0.0116866;-2.66377;
0.0116966;-2.88388;
0.0117066;-3.08994;
0.0117166;-3.28094;
0.0117266;-3.45593;
0.0117366;-3.61406;
0.0117466;-3.75453;
0.0117566;-3.87665;
0.0117666;-3.97983;
0.0117766;-4.06355;
0.0117866;-4.12738;
0.0117966;-4.17102;
0.0118066;-4.19423;
0.0118166;-4.1969;
0.0118266;-4.17902;
0.0118366;-4.14065;
0.0118466;-4.08199;
0.0118566;-4.0033;
0.0118666;-3.90498;
0.0118766;-3.78749;
0.0118866;-3.65141;
0.0118966;-3.4974;
0.0119066;-3.3262;
0.0119166;-3.13865;
0.0119266;-2.93567;
0.0119366;-2.71823;
0.0119466;-2.48741;
0.0119566;-2.24433;
0.0119666;-1.99018;
0.0119766;-1.72619;
0.0119866;-1.45366;
0.0119966;-1.17393;
0.0120066;-0.888351;
0.0120166;-0.598331;
0.0120266;-0.305287;
0.0120366;-0.010654;
0.0120466;0.284126;
0.0120566;0.577608;
0.0120666;0.868355;
0.0120766;1.15494;
0.0120866;1.43596;
0.0120966;1.71004;
0.0121066;1.97584;
0.0121166;2.23204;
0.0121266;2.47739;
0.0121366;2.71068;
0.0121466;2.93078;
0.0121566;3.1366;
0.0121666;3.32712;
0.0121766;3.50141;
0.0121866;3.65862;
0.0121966;3.79796;
0.0122066;3.91875;
0.0122166;4.0204;
0.0122266;4.10239;
0.0122366;4.16433;
0.0122466;4.20591;
0.0122566;4.22691;
0.0122666;4.22723;
0.0122766;4.20686;
0.0122866;4.1659;
0.0122966;4.10454;
0.0123066;4.02307;
0.0123166;3.9219;
0.0123266;3.80151;
0.0123366;3.66248;
0.0123466;3.50549;
0.0123566;3.33131;
0.0123666;3.14078;
0.0123766;2.93484;
0.0123866;2.71448;
0.0123966;2.48079;
0.0124066;2.2349;
0.0124166;1.97801;
0.0124266;1.71138;
0.0124366;1.43632;
0.0124466;1.15416;
0.0124566;0.866284;
0.0124666;0.574105;
0.0124766;0.279049;
0.0124866;-0.0174403;
0.0124966;-0.313912;
0.0125066;-0.608916;
0.0125166;-0.901006;
0.0125266;-1.18875;
0.0125366;-1.47075;
0.0125466;-1.74561;
0.0125566;-2.01199;
0.0125666;-2.26859;
0.0125766;-2.51414;
0.0125866;-2.74745;
0.0125966;-2.96736;
0.0126066;-3.17281;
0.0126166;-3.36277;
0.0126266;-3.53632;
0.0126366;-3.69261;
0.0126466;-3.83087;
0.0126566;-3.95042;
0.0126666;-4.05066;
0.0126766;-4.13111;
0.0126866;-4.19137;
0.0126966;-4.23113;
0.0127066;-4.25021;
0.0127166;-4.2485;
0.0127266;-4.22601;
0.0127366;-4.18285;
0.0127466;-4.11922;
0.0127566;-4.03543;
0.0127666;-3.93188;
0.0127766;-3.80909;
0.0127866;-3.66765;
0.0127966;-3.50824;
0.0128066;-3.33164;
0.0128166;-3.13873;
0.0128266;-2.93042;
0.0128366;-2.70776;
0.0128466;-2.47181;
0.0128566;-2.22374;
0.0128666;-1.96475;
0.0128766;-1.69611;
0.0128866;-1.41913;
0.0128966;-1.13518;
0.0129066;-0.845628;
0.0129166;-0.551899;
0.0129266;-0.255428;
0.0129366;0.0423338;
0.0129466;0.339931;
0.0129566;0.635906;
0.0129666;0.928812;
0.0129766;1.21722;
0.0129866;1.4997;
0.0129966;1.7749;
0.0130066;2.04144;
0.0130166;2.29804;
0.0130266;2.54343;
0.0130366;2.77641;
0.0130466;2.99584;
0.0130566;3.20065;
0.0130666;3.38982;
0.0130766;3.56245;
0.0130866;3.71766;
0.0130966;3.85472;
0.0131066;3.97294;
0.0131166;4.07174;
0.0131266;4.15064;
0.0131366;4.20924;
0.0131466;4.24727;
0.0131566;4.26453;
0.0131666;4.26094;
0.0131766;4.23651;
0.0131866;4.19135;
0.0131966;4.1257;
0.0132066;4.03986;
0.0132166;3.93425;
0.0132266;3.8094;
0.0132366;3.6659;
0.0132466;3.50446;
0.0132566;3.32587;
0.0132666;3.131;
0.0132766;2.9208;
0.0132866;2.6963;
0.0132966;2.45859;
0.0133066;2.20885;
0.0133166;1.94828;
0.0133266;1.67816;
0.0133366;1.39982;
0.0133466;1.11461;
0.0133566;0.823926;
0.0133666;0.529196;
0.0133766;0.231859;
0.0133866;-0.0666307;
0.0133966;-0.364813;
0.0134066;-0.66123;
0.0134166;-0.95443;
0.0134266;-1.24298;
0.0134366;-1.52546;
0.0134466;-1.80051;
0.0134566;-2.06675;
0.0134666;-2.32291;
0.0134766;-2.56771;
0.0134866;-2.79997;
0.0134966;-3.01855;
0.0135066;-3.22237;
0.0135166;-3.41044;
0.0135266;-3.58184;
0.0135366;-3.73572;
0.0135466;-3.87134;
0.0135566;-3.98803;
0.0135666;-4.08521;
0.0135766;-4.16242;
0.0135866;-4.21927;
0.0135966;-4.25549;
0.0136066;-4.27089;
0.0136166;-4.26541;
0.0136266;-4.23905;
0.0136366;-4.19197;
0.0136466;-4.12438;
0.0136566;-4.03661;
0.0136666;-3.92909;
0.0136766;-3.80236;
0.0136866;-3.65702;
0.0136966;-3.49379;
0.0137066;-3.31347;
0.0137166;-3.11693;
0.0137266;-2.90515;
0.0137366;-2.67916;
0.0137466;-2.44005;
0.0137566;-2.18901;
0.0137666;-1.92725;
0.0137766;-1.65607;
0.0137866;-1.37679;
0.0137966;-1.09076;
0.0138066;-0.799405;
0.0138166;-0.504135;
0.0138266;-0.206399;
0.0138366;0.0923468;
0.0138466;0.39064;
0.0138566;0.687021;
0.0138666;0.98004;
0.0138766;1.26826;
0.0138866;1.55028;
0.0138966;1.82471;
0.0139066;2.09021;
0.0139166;2.34548;
0.0139266;2.58927;
0.0139366;2.82039;
0.0139466;3.03771;
0.0139566;3.24016;
0.0139666;3.42675;
0.0139766;3.59658;
0.0139866;3.74881;
0.0139966;3.88269;
0.0140066;3.99757;
0.0140166;4.09289;
0.0140266;4.16818;
0.0140366;4.22307;
0.0140466;4.2573;
0.0140566;4.27069;
0.0140666;4.26319;
0.0140766;4.23483;
0.0140866;4.18575;
0.0140966;4.11618;
0.0141066;4.02648;
0.0141166;3.91708;
0.0141266;3.78851;
0.0141366;3.64141;
0.0141466;3.47649;
0.0141566;3.29457;
0.0141666;3.09653;
0.0141766;2.88335;
0.0141866;2.65606;
0.0141966;2.41579;
0.0142066;2.1637;
0.0142166;1.90104;
0.0142266;1.62908;
0.0142366;1.34916;
0.0142466;1.06265;
0.0142566;0.770959;
0.0142666;0.475506;
0.0142766;0.177739;
0.0142866;-0.120882;
0.0142966;-0.418897;
0.0143066;-0.714846;
0.0143166;-1.00728;
0.0143266;-1.29477;
0.0143366;-1.57591;
0.0143466;-1.84931;
0.0143566;-2.11365;
0.0143666;-2.36763;
0.0143766;-2.61001;
0.0143866;-2.83959;
0.0143966;-3.05526;
0.0144066;-3.25597;
0.0144166;-3.44072;
0.0144266;-3.60862;
0.0144366;-3.75884;
0.0144466;-3.89066;
0.0144566;-4.00342;
0.0144666;-4.09657;
0.0144766;-4.16966;
0.0144866;-4.22234;
0.0144966;-4.25434;
0.0145066;-4.26551;
0.0145166;-4.2558;
0.0145266;-4.22526;
0.0145366;-4.17403;
0.0145466;-4.10237;
0.0145566;-4.01063;
0.0145666;-3.89926;
0.0145766;-3.7688;
0.0145866;-3.61991;
0.0145966;-3.4533;
0.0146066;-3.2698;
0.0146166;-3.0703;
0.0146266;-2.85578;
0.0146366;-2.6273;
0.0146466;-2.38597;
0.0146566;-2.13297;
0.0146666;-1.86955;
0.0146766;-1.597;
0.0146866;-1.31665;
0.0146966;-1.02987;
0.0147066;-0.738079;
0.0147166;-0.442693;
0.0147266;-0.145163;
0.0147366;0.153052;
0.0147466;0.450494;
0.0147566;0.745704;
0.0147666;1.03724;
0.0147766;1.32367;
0.0147866;1.60359;
0.0147966;1.87563;
0.0148066;2.13847;
0.0148166;2.39081;
0.0148266;2.63142;
0.0148366;2.85912;
0.0148466;3.07279;
0.0148566;3.2714;
0.0148666;3.45397;
0.0148766;3.6196;
0.0148866;3.76749;
0.0148966;3.89691;
0.0149066;4.00724;
0.0149166;4.09792;
0.0149266;4.16853;
0.0149366;4.21871;
0.0149466;4.24822;
0.0149566;4.25692;
0.0149666;4.24476;
0.0149766;4.21181;
0.0149866;4.15824;
0.0149966;4.0843;
0.015;4.05428;
