time;V(/LPF);
0.0132132;0.515851;
0.0132232;0.497121;
0.0132332;0.472639;
0.0132432;0.442686;
0.0132532;0.407608;
0.0132632;0.367811;
0.0132732;0.323754;
0.0132832;0.275948;
0.0132932;0.224946;
0.0133032;0.171339;
0.0133132;0.11575;
0.0133232;0.0588228;
0.0133332;0.00121817;
0.0133432;-0.0563955;
0.0133532;-0.11335;
0.0133632;-0.168984;
0.0133732;-0.222652;
0.0133832;-0.273731;
0.0133932;-0.321631;
0.0134032;-0.365794;
0.0134132;-0.40571;
0.0134232;-0.440917;
0.0134332;-0.471007;
0.0134432;-0.495634;
0.0134532;-0.514514;
0.0134632;-0.52743;
0.0134732;-0.534236;
0.0134832;-0.534856;
0.0134932;-0.529287;
0.0135032;-0.517598;
0.0135132;-0.499929;
0.0135232;-0.47649;
0.0135332;-0.447558;
0.0135432;-0.413475;
0.0135532;-0.374642;
0.0135632;-0.331514;
0.0135732;-0.2846;
0.0135832;-0.234448;
0.0135932;-0.181647;
0.0136032;-0.126816;
0.0136132;-0.0705972;
0.0136232;-0.0136475;
0.0136332;0.0433665;
0.0136432;0.0997784;
0.0136532;0.154929;
0.0136632;0.208175;
0.0136732;0.258894;
0.0136832;0.306496;
0.0136932;0.350426;
0.0137032;0.390173;
0.0137132;0.425275;
0.0137232;0.455325;
0.0137332;0.479976;
0.0137432;0.498943;
0.0137532;0.51201;
0.0137632;0.519028;
0.0137732;0.51992;
0.0137832;0.514682;
0.0137932;0.503381;
0.0138032;0.486154;
0.0138132;0.46321;
0.0138232;0.434824;
0.0138332;0.401333;
0.0138432;0.363137;
0.0138532;0.320689;
0.0138632;0.274492;
0.0138732;0.225094;
0.0138832;0.173079;
0.0138932;0.119063;
0.0139032;0.0636837;
0.0139132;0.00759564;
0.0139232;-0.0485387;
0.0139332;-0.104057;
0.0139432;-0.158302;
0.0139532;-0.210636;
0.0139632;-0.260441;
0.0139732;-0.307128;
0.0139832;-0.350147;
0.0139932;-0.388991;
0.0140032;-0.423201;
0.0140132;-0.452374;
0.0140232;-0.476165;
0.0140332;-0.494294;
0.0140432;-0.506547;
0.0140532;-0.512778;
0.0140632;-0.512914;
0.0140732;-0.506952;
0.0140832;-0.494963;
0.0140932;-0.477087;
0.0141032;-0.453534;
0.0141132;-0.424581;
0.0141232;-0.390568;
0.0141332;-0.351896;
0.0141432;-0.309019;
0.0141532;-0.262443;
0.0141632;-0.212716;
0.0141732;-0.160423;
0.0141832;-0.106181;
0.0141932;-0.0506278;
0.0142032;0.00558115;
0.0142132;0.0617834;
0.0142232;0.117316;
0.0142332;0.171524;
0.0142432;0.223768;
0.0142532;0.273431;
0.0142632;0.319927;
0.0142732;0.362704;
0.0142832;0.401258;
0.0142932;0.435131;
0.0143032;0.463921;
0.0143132;0.487286;
0.0143232;0.504947;
0.0143332;0.516692;
0.0143432;0.522377;
0.0143532;0.521933;
0.0143632;0.515358;
0.0143732;0.502725;
0.0143832;0.484178;
0.0143932;0.459929;
0.0144032;0.430258;
0.0144132;0.395509;
0.0144232;0.356084;
0.0144332;0.312442;
0.0144432;0.26509;
0.0144532;0.214581;
0.0144632;0.161503;
0.0144732;0.106474;
0.0144832;0.050138;
0.0144932;-0.00684826;
0.0145032;-0.0638189;
0.0145132;-0.120108;
0.0145232;-0.175058;
0.0145332;-0.228026;
0.0145432;-0.278391;
0.0145532;-0.325566;
0.0145632;-0.368996;
0.0145732;-0.408175;
0.0145832;-0.442641;
0.0145932;-0.471991;
0.0146032;-0.495881;
0.0146132;-0.514029;
0.0146232;-0.526221;
0.0146332;-0.532314;
0.0146432;-0.532233;
0.0146532;-0.525979;
0.0146632;-0.513621;
0.0146732;-0.495304;
0.0146832;-0.471237;
0.0146932;-0.441702;
0.0147032;-0.40704;
0.0147132;-0.367656;
0.0147232;-0.324007;
0.0147332;-0.2766;
0.0147432;-0.225989;
0.0147532;-0.172763;
0.0147632;-0.117541;
0.0147732;-0.060967;
0.0147832;-0.0036995;
0.0147932;0.0535942;
0.0148032;0.110247;
0.0148132;0.165598;
0.0148232;0.219005;
0.0148332;0.269844;
0.0148432;0.317524;
0.0148532;0.36149;
0.0148632;0.401232;
0.0148732;0.436288;
0.0148832;0.46625;
0.0148932;0.490771;
0.0149032;0.509567;
0.0149132;0.522423;
0.0149232;0.52919;
0.0149332;0.529792;
0.0149432;0.524227;
0.0149532;0.512561;
0.0149632;0.494934;
0.0149732;0.471556;
0.0149832;0.442703;
0.0149932;0.408715;
0.015;0.382752;
