time;V(/BPF);V(/BSF);V(/HPF);V(/LPF);
0.0123018;-7.9887;-0.148545;-3.42173;3.57952;
0.0123064;-7.88505;-0.149264;-3.65395;3.81234;
0.0123131;-7.72219;-0.150111;-3.98623;4.1453;
0.0123231;-7.4532;-0.150943;-4.46894;4.62855;
0.0123331;-7.15399;-0.151254;-4.93412;5.09373;
0.0123431;-6.82581;-0.151048;-5.3799;5.53893;
0.0123531;-6.46987;-0.150321;-5.80445;5.96237;
0.0123631;-6.08766;-0.149081;-6.20606;6.36232;
0.0123731;-5.68061;-0.147327;-6.58308;6.73714;
0.0123831;-5.25042;-0.145071;-6.934;7.08532;
0.0123931;-4.79871;-0.142316;-7.25736;7.40543;
0.0124031;-4.32735;-0.139076;-7.55186;7.69616;
0.0124131;-3.83815;-0.135357;-7.81628;7.95632;
0.0124231;-3.33313;-0.131177;-8.04953;8.18482;
0.0124271;-3.12971;-0.129406;-8.13258;8.26586;
0.0124289;-3.03689;-0.128583;-8.16778;8.30001;
0.01243;-2.97858;-0.128057;-8.18849;8.32004;
0.0124311;-2.92267;-0.127551;-8.2069;8.33769;
0.0124321;-2.86559;-0.127025;-8.22376;8.35379;
0.0124336;-2.7886;-0.126308;-8.24314;8.37214;
0.0124363;-2.64913;-0.124959;-8.26901;8.39642;
0.0124392;-2.49505;-0.123393;-8.28781;8.41393;
0.012442;-2.34767;-0.121807;-8.30013;8.42519;
0.0124457;-2.15066;-0.119551;-8.31169;8.43545;
0.012451;-1.87238;-0.116096;-8.32292;8.44476;
0.0124565;-1.57837;-0.112128;-8.33135;8.45098;
0.0124665;-1.04753;-0.10423;-8.34216;8.45722;
0.0124765;-0.516101;-0.0955637;-8.34991;8.45975;
0.0124865;0.0157636;-0.0863578;-8.35577;8.45975;
0.0124965;0.547948;-0.0768472;-8.36002;8.45738;
0.0125065;1.08035;-0.0672686;-8.36245;8.45191;
0.0125165;1.61281;-0.0578555;-8.36193;8.44096;
0.0125224;1.92896;-0.0524352;-8.35856;8.42875;
0.0125268;2.16293;-0.0485322;-8.35194;8.41286;
0.0125293;2.29133;-0.0464324;-8.34438;8.39834;
0.0125307;2.37021;-0.0451538;-8.33645;8.38543;
0.0125318;2.42691;-0.0442381;-8.32805;8.37339;
0.0125329;2.48345;-0.043323;-8.31658;8.35886;
0.0125334;2.51291;-0.0428451;-8.30933;8.35049;
0.012534;2.5405;-0.0423986;-8.30201;8.34234;
0.0125346;2.57283;-0.0418747;-8.29297;8.33251;
0.0125352;2.60825;-0.0413005;-8.28271;8.32154;
0.012536;2.64986;-0.0406251;-8.27035;8.30838;
0.0125374;2.72167;-0.0394547;-8.24831;8.28506;
0.0125388;2.79438;-0.038265;-8.22535;8.2608;
0.0125401;2.86497;-0.037104;-8.2023;8.23648;
0.0125417;2.94565;-0.0357705;-8.17514;8.20792;
0.0125432;3.02518;-0.0344495;-8.1475;8.17883;
0.0125452;3.12778;-0.0327338;-8.11054;8.14007;
0.0125474;3.24403;-0.0307767;-8.0669;8.09432;
0.0125504;3.39519;-0.0282063;-8.00727;8.03197;
0.0125543;3.59252;-0.024811;-7.92444;7.94549;
0.0125595;3.85311;-0.0202496;-7.80607;7.82228;
0.0125669;4.21953;-0.0136819;-7.62151;7.6307;
0.0125769;4.69621;-0.00483794;-7.34722;7.34705;
0.0125869;5.15448;0.00401038;-7.04317;7.03358;
0.0125969;5.59249;0.0128363;-6.7105;6.69161;
0.0126069;6.00845;0.0216068;-6.35058;6.32241;
0.0126169;6.40069;0.0302957;-5.9648;5.9275;
0.0126269;6.7676;0.0388702;-5.5547;5.50837;
0.0126369;7.10768;0.0473048;-5.12191;5.06676;
0.0126469;7.41955;0.0555677;-4.66816;4.60436;
0.0126569;7.70192;0.0636345;-4.19523;4.12305;
0.0126669;7.95363;0.0714744;-3.70505;3.6247;
0.0126769;8.17364;0.0790653;-3.19953;3.11134;
0.0126811;8.25492;0.0821363;-2.9866;2.89522;
0.012683;8.29046;0.0836134;-2.88617;2.79329;
0.0126842;8.31093;0.084566;-2.82475;2.73087;
0.0126853;8.32853;0.085515;-2.7682;2.67335;
0.0126864;8.34503;0.0865981;-2.71014;2.61417;
0.0126877;8.36195;0.0880478;-2.64214;2.54471;
0.0126896;8.3817;0.0905068;-2.54393;2.444;
0.0126923;8.40198;0.0946496;-2.40269;2.2986;
0.0126952;8.41663;0.0995427;-2.25074;2.14172;
0.0126984;8.42742;0.105007;-2.08582;1.97133;
0.0127028;8.43735;0.112443;-1.85761;1.73567;
0.0127088;8.44583;0.121965;-1.54401;1.41254;
0.0127177;8.45277;0.134085;-1.07781;0.934211;
0.0127277;8.45619;0.144505;-0.549929;0.395895;
0.0127377;8.45658;0.151322;-0.0183215;-0.142544;
0.0127477;8.45422;0.154478;0.516887;-0.68092;
0.0127577;8.44835;0.154039;1.05543;-1.21904;
0.0127677;8.43602;0.150298;1.5967;-1.75658;
0.0127752;8.4157;0.146004;2.00352;-2.1591;
0.0127783;8.39923;0.144399;2.16951;-2.32349;
0.01278;8.38512;0.143807;2.26266;-2.41604;
0.0127812;8.37253;0.143637;2.32506;-2.47827;
0.0127823;8.35754;0.143691;2.38601;-2.53926;
0.0127829;8.34954;0.143775;2.41546;-2.56879;
0.0127835;8.3402;0.143895;2.44843;-2.60187;
0.0127842;8.32956;0.144044;2.48488;-2.63845;
0.0127848;8.3197;0.144184;2.51792;-2.67162;
0.0127859;8.30285;0.144423;2.57294;-2.72687;
0.0127869;8.2856;0.14466;2.62804;-2.78218;
0.012788;8.2676;0.144897;2.68393;-2.8383;
0.0127896;8.23885;0.145261;2.77078;-2.92547;
0.0127912;8.21095;0.145586;2.85219;-3.00719;
0.0127943;8.15274;0.146208;3.01421;-3.16977;
0.0127985;8.07004;0.146957;3.2287;-3.38492;
0.0128027;7.97948;0.147638;3.44609;-3.6029;
0.0128092;7.83196;0.148485;3.76902;-3.92652;
0.0128168;7.64068;0.149218;4.1429;-4.30093;
0.0128268;7.36187;0.149725;4.62044;-4.77868;
0.0128368;7.05321;0.149723;5.07984;-5.23773;
0.0128468;6.71594;0.149205;5.51922;-5.67624;
0.0128568;6.35136;0.148181;5.93682;-6.0924;
0.0128668;5.96094;0.146647;6.33092;-6.48455;
0.0128768;5.54621;0.144616;6.69993;-6.85106;
0.0128868;5.10883;0.142088;7.04233;-7.19046;
0.0128968;4.65052;0.139078;7.35674;-7.50134;
0.0129068;4.17312;0.135592;7.64186;-7.78245;
0.0129168;3.67851;0.131646;7.89652;-8.03261;
0.0129268;3.16869;0.127248;8.11956;-8.25067;
0.0129299;3.00837;0.125806;8.18053;-8.30988;
0.0129313;2.9322;0.125108;8.20624;-8.33454;
0.0129328;2.85463;0.124386;8.22915;-8.3565;
0.0129344;2.77223;0.123606;8.24918;-8.37536;
0.012936;2.68703;0.122775;8.26537;-8.39067;
0.0129377;2.59971;0.121905;8.27836;-8.4028;
0.01294;2.47813;0.120639;8.29184;-8.41536;
0.0129431;2.31316;0.118835;8.30483;-8.42723;
0.0129466;2.12573;0.116647;8.31517;-8.43642;
0.0129521;1.83333;0.112962;8.32638;-8.4457;
0.0129588;1.4788;0.108064;8.33576;-8.4525;
0.0129684;0.968237;0.100307;8.34535;-8.45774;
0.0129784;0.436611;0.0915249;8.35262;-8.45985;
0.0129884;-0.0954019;0.082253;8.35811;-8.45951;
0.0129984;-0.627734;0.072717;8.36201;-8.45675;
0.0130084;-1.16024;0.0631635;8.36405;-8.45068;
0.0130184;-1.69278;0.0538155;8.36286;-8.43843;
0.0130246;-2.02037;0.0482669;8.35822;-8.42354;
0.0130282;-2.21467;0.0450638;8.35119;-8.40766;
0.0130303;-2.32626;0.0432577;8.34325;-8.39301;
0.0130316;-2.39171;0.0422034;8.33571;-8.38104;
0.0130327;-2.44997;0.0412685;8.32604;-8.3676;
0.0130337;-2.50606;0.0403643;8.31351;-8.35228;
0.0130342;-2.53004;0.0399773;8.30727;-8.34529;
0.0130348;-2.56343;0.0394411;8.29809;-8.33522;
0.0130354;-2.59371;0.0389526;8.28943;-8.32591;
0.013036;-2.62619;0.0384299;8.2799;-8.31574;
0.0130372;-2.69103;0.0373813;8.26027;-8.29492;
0.0130383;-2.74487;0.0365088;8.24359;-8.27729;
0.0130393;-2.79732;0.0356555;8.22688;-8.25962;
0.0130403;-2.85059;0.0347854;8.20953;-8.24138;
0.0130413;-2.90163;0.0339505;8.19256;-8.22347;
0.0130425;-2.96452;0.0329153;8.17113;-8.20098;
0.0130438;-3.03573;0.0317413;8.14625;-8.1748;
0.0130457;-3.13397;0.0301086;8.11074;-8.13758;
0.0130484;-3.27134;0.0278118;8.05885;-8.0832;
0.0130521;-3.46063;0.0246076;7.98291;-8.00387;
0.0130578;-3.74721;0.0196785;7.85791;-7.87358;
0.0130663;-4.16547;0.0122904;7.65259;-7.66042;
0.0130763;-4.64422;0.0035382;7.38161;-7.3801;
0.0130863;-5.10478;-0.00521792;7.08068;-7.06991;
0.0130963;-5.54526;-0.0139419;6.75103;-6.73099;
0.0131063;-5.9639;-0.0226109;6.39391;-6.36474;
0.0131163;-6.35898;-0.0311894;6.01078;-5.97254;
0.0131263;-6.72889;-0.039655;5.60312;-5.55601;
0.0131363;-7.07213;-0.0479728;5.1726;-5.11673;
0.0131463;-7.38728;-0.0561213;4.72088;-4.65652;
0.0131563;-7.67306;-0.0640668;4.2498;-4.17712;
0.0131663;-7.9283;-0.071789;3.76121;-3.68053;
0.0131763;-8.15193;-0.0792558;3.25708;-3.16864;
0.0131805;-8.23762;-0.0823743;3.03719;-2.94555;
0.013183;-8.28402;-0.0842015;2.90874;-2.81519;
0.0131843;-8.30643;-0.0851996;2.84239;-2.74783;
0.0131856;-8.32805;-0.0863124;2.77388;-2.67816;
0.0131868;-8.34592;-0.0874751;2.71078;-2.61388;
0.0131879;-8.36066;-0.0887153;2.65177;-2.5536;
0.0131902;-8.38396;-0.0916223;2.53494;-2.43383;
0.0131925;-8.40099;-0.0951047;2.41557;-2.31095;
0.0131957;-8.41712;-0.100422;2.24885;-2.13889;
0.0131987;-8.42739;-0.10561;2.09116;-1.976;
0.0132032;-8.43754;-0.113163;1.8573;-1.73457;
0.0132089;-8.44557;-0.122052;1.56269;-1.43106;
0.0132161;-8.45168;-0.13206;1.18418;-1.04254;
0.0132261;-8.45583;-0.143032;0.656892;-0.504268;
0.0132361;-8.45677;-0.15042;0.125862;0.0341699;
0.0132461;-8.455;-0.154154;-0.408803;0.572575;
0.0132561;-8.44998;-0.15426;-0.946874;1.11077;
0.0132661;-8.43945;-0.150975;-1.48785;1.64847;
0.0132761;-8.41392;-0.145238;-2.03016;2.18505;
0.0132793;-8.39512;-0.143598;-2.20319;2.35643;
0.013281;-8.37984;-0.14311;-2.2937;2.44645;
0.0132821;-8.36698;-0.143019;-2.35181;2.50447;
0.0132831;-8.35313;-0.143109;-2.40527;2.558;
0.0132835;-8.34714;-0.14317;-2.42694;2.57973;
0.0132842;-8.33605;-0.143307;-2.46555;2.61846;
0.0132848;-8.32767;-0.143417;-2.4941;2.64711;
0.0132854;-8.31809;-0.143542;-2.52602;2.67916;
0.0132864;-8.30082;-0.143773;-2.58222;2.73556;
0.0132875;-8.28287;-0.143999;-2.63928;2.79283;
0.0132886;-8.26437;-0.144226;-2.69651;2.85027;
0.0132901;-8.23887;-0.144522;-2.77333;2.92736;
0.0132915;-8.21373;-0.144796;-2.84675;3.00103;
0.0132942;-8.16407;-0.145293;-2.98592;3.14065;
0.0132976;-8.09719;-0.145874;-3.16249;3.31772;
0.0133044;-7.952;-0.146862;-3.5112;3.66727;
0.0133144;-7.71276;-0.147878;-4.00925;4.16608;
0.0133244;-7.4423;-0.14839;-4.49163;4.64869;
0.0133344;-7.14167;-0.148393;-4.95639;5.11312;
0.0133444;-6.81207;-0.147891;-5.40163;5.5575;
0.0133544;-6.45479;-0.146884;-5.82554;5.98002;
0.0133644;-6.07124;-0.145378;-6.22642;6.37896;
0.0133744;-5.66294;-0.143376;-6.60261;6.7527;
0.0133844;-5.23151;-0.140887;-6.9526;7.09972;
0.0133944;-4.77866;-0.137917;-7.27494;7.41859;
0.0134044;-4.30621;-0.13448;-7.56832;7.70801;
0.0134144;-3.81601;-0.130585;-7.83154;7.96679;
0.0134244;-3.31005;-0.126247;-8.0635;8.19384;
0.0134284;-3.10663;-0.124423;-8.1458;8.27406;
0.0134301;-3.01763;-0.123611;-8.17903;8.30624;
0.0134313;-2.95622;-0.123043;-8.20034;8.32682;
0.0134323;-2.89909;-0.122511;-8.21845;8.34412;
0.0134335;-2.84103;-0.121961;-8.23472;8.35965;
0.0134353;-2.74188;-0.121007;-8.25744;8.3811;
0.013438;-2.60247;-0.119612;-8.28;8.4023;
0.0134408;-2.45617;-0.118076;-8.29588;8.41713;
0.0134438;-2.29722;-0.11631;-8.30783;8.4281;
0.0134475;-2.10255;-0.114012;-8.31817;8.43729;
0.0134528;-1.82038;-0.110414;-8.32862;8.44599;
0.0134582;-1.53452;-0.106473;-8.33624;8.45163;
0.0134682;-1.00339;-0.0984498;-8.3464;8.45749;
0.0134782;-0.47171;-0.089696;-8.35368;8.45979;
0.0134882;0.0603826;-0.0804397;-8.35916;8.45961;
0.0134982;0.592773;-0.070918;-8.36308;8.45701;
0.0135082;1.12536;-0.0613669;-8.36522;8.45121;
0.0135182;1.65798;-0.0520209;-8.36434;8.43953;
0.0135238;1.95947;-0.0469047;-8.36084;8.42704;
0.0135279;2.17729;-0.0433101;-8.35445;8.41138;
0.0135302;2.29759;-0.0413636;-8.34734;8.39725;
0.0135316;2.37384;-0.0401409;-8.33979;8.38449;
0.0135327;2.42923;-0.039256;-8.33171;8.37256;
0.0135337;2.48399;-0.0383793;-8.3208;8.35839;
0.0135343;2.51365;-0.0379031;-8.31359;8.34995;
0.0135348;2.54146;-0.0374582;-8.30626;8.34172;
0.0135354;2.57343;-0.036946;-8.29735;8.33201;
0.0135361;2.61057;-0.0363511;-8.2866;8.32049;
0.0135369;2.65205;-0.0356858;-8.27427;8.30737;
0.0135382;2.72025;-0.0345882;-8.25335;8.28523;
0.0135396;2.79404;-0.0333961;-8.23004;8.26063;
0.013541;2.86617;-0.0322254;-8.2065;8.2358;
0.0135427;2.95899;-0.0307109;-8.17515;8.20285;
0.0135446;3.05359;-0.0291588;-8.142;8.16802;
0.0135473;3.19499;-0.0268201;-8.09012;8.11366;
0.0135507;3.36915;-0.0239111;-8.02237;8.04277;
0.0135557;3.62388;-0.0195927;-7.91531;7.93113;
0.0135631;3.99162;-0.0132216;-7.74344;7.75244;
0.0135731;4.4765;-0.00454757;-7.48325;7.48303;
0.0135831;4.94386;0.00412891;-7.19273;7.18328;
0.0135931;5.3918;0.0127808;-6.87301;6.8544;
0.0136031;5.8185;0.021377;-6.52537;6.49764;
0.0136131;6.22223;0.0298908;-6.15115;6.11446;
0.0136231;6.60134;0.0382915;-5.75188;5.70632;
0.0136331;6.9543;0.0465534;-5.32911;5.27489;
0.0136431;7.27964;0.0546463;-4.88454;4.82183;
0.0136531;7.57605;0.0625457;-4.41993;4.34898;
0.0136631;7.84231;0.0702226;-3.93716;3.85819;
0.0136731;8.07731;0.077654;-3.43811;3.35145;
0.0136808;8.23761;0.0832454;-3.04046;2.94799;
0.0136837;8.29008;0.0852931;-2.89455;2.79998;
0.0136851;8.31423;0.0863923;-2.82171;2.72599;
0.0136863;8.33411;0.0874739;-2.75676;2.65995;
0.0136876;8.35226;0.0887464;-2.68991;2.59178;
0.0136888;8.3676;0.090194;-2.62427;2.52468;
0.0136914;8.39113;0.093625;-2.49323;2.39016;
0.0136941;8.40825;0.0978614;-2.35334;2.24603;
0.013697;8.4211;0.102852;-2.19856;2.08622;
0.0137006;8.43143;0.108845;-2.01487;1.89654;
0.0137056;8.44092;0.117003;-1.75541;1.6289;
0.0137124;8.4488;0.127221;-1.39692;1.26019;
0.0137224;8.45471;0.13944;-0.871011;0.722038;
0.0137324;8.45681;0.14816;-0.34134;0.183645;
0.0137424;8.45613;0.153232;0.192014;-0.354804;
0.0137524;8.45257;0.154654;0.728895;-0.89311;
0.0137624;8.44477;0.152548;1.26893;-1.43107;
0.0137724;8.42777;0.14742;1.81123;-1.96823;
0.0137772;8.41061;0.144467;2.07027;-2.22433;
0.0137797;8.39563;0.143211;2.2028;-2.35558;
0.0137812;8.38223;0.14271;2.28436;-2.43665;
0.0137822;8.37065;0.142573;2.33928;-2.49142;
0.0137832;8.35671;0.142605;2.39494;-2.54711;
0.0137837;8.35067;0.142658;2.41719;-2.5694;
0.0137842;8.34279;0.14274;2.44515;-2.59744;
0.0137848;8.33343;0.142851;2.4774;-2.62979;
0.0137854;8.32345;0.142974;2.51102;-2.66352;
0.0137861;8.31258;0.143108;2.5469;-2.69952;
0.0137873;8.2935;0.143343;2.60831;-2.76115;
0.0137885;8.27385;0.143571;2.67005;-2.8231;
0.0137899;8.2491;0.143847;2.74535;-2.89865;
0.0137917;8.21729;0.144176;2.83905;-2.99264;
0.0137934;8.18565;0.144478;2.92881;-3.08268;
0.0137963;8.1301;0.144955;3.07948;-3.23377;
0.0137997;8.06285;0.145451;3.25121;-3.40593;
0.0138057;7.93219;0.146207;3.5579;-3.71323;
0.0138157;7.68999;0.147053;4.05477;-4.21069;
0.0138257;7.41669;0.1474;4.53579;-4.69176;
0.0138357;7.1133;0.147243;4.99898;-5.15447;
0.0138457;6.78105;0.146587;5.44249;-5.59696;
0.0138557;6.42121;0.145431;5.8645;-6.01742;
0.0138657;6.03526;0.143783;6.2633;-6.41415;
0.0138757;5.62467;0.141646;6.63727;-6.78553;
0.0138857;5.19113;0.139029;6.98488;-7.13004;
0.0138957;4.73629;0.13594;7.30471;-7.44627;
0.0139057;4.26204;0.132392;7.59545;-7.73294;
0.0139157;3.77019;0.128394;7.85591;-7.98885;
0.0139257;3.26278;0.123962;8.08499;-8.21292;
0.0139296;3.06171;0.122129;8.16469;-8.29052;
0.0139312;2.97674;0.121343;8.19519;-8.31991;
0.0139325;2.90697;0.120685;8.21784;-8.34175;
0.0139339;2.83412;0.119995;8.23837;-8.36119;
0.0139352;2.76719;0.119343;8.254;-8.37607;
0.0139368;2.68455;0.118528;8.26967;-8.3908;
0.013939;2.5647;0.117299;8.2865;-8.40664;
0.0139419;2.41324;0.115677;8.30131;-8.42044;
0.0139451;2.24331;0.113743;8.31278;-8.43096;
0.0139493;2.02359;0.11108;8.32317;-8.44011;
0.0139557;1.68243;0.106571;8.33412;-8.44897;
0.013963;1.29719;0.101;8.34271;-8.45478;
0.013973;0.765694;0.092603;8.35123;-8.45883;
0.013983;0.23374;0.0835872;8.35754;-8.45996;
0.013993;-0.298577;0.0741781;8.36223;-8.45873;
0.014003;-0.831131;0.0646208;8.36536;-8.45487;
0.014013;-1.36383;0.0551442;8.36638;-8.44697;
0.0140214;-1.81344;0.0473838;8.36406;-8.43392;
0.014026;-2.05879;0.043286;8.35974;-8.4209;
0.0140292;-2.23067;0.0404857;8.35308;-8.40574;
0.0140311;-2.32696;0.03894;8.34623;-8.39268;
0.0140323;-2.39479;0.0378593;8.33858;-8.38015;
0.0140333;-2.4455;0.0370523;8.33045;-8.36845;
0.0140342;-2.4931;0.0362932;8.32042;-8.35569;
0.0140347;-2.52109;0.035846;8.31347;-8.34763;
0.0140353;-2.54949;0.0353937;8.30589;-8.33916;
0.0140358;-2.58029;0.0349026;8.29723;-8.32976;
0.0140366;-2.62015;0.034267;8.28562;-8.31734;
0.0140374;-2.66049;0.033623;8.27358;-8.30454;
0.0140387;-2.73031;0.0325045;8.25207;-8.28178;
0.0140401;-2.80285;0.0313382;8.22906;-8.25751;
0.0140414;-2.87425;0.0301848;8.20567;-8.23285;
0.0140431;-2.96352;0.0287357;8.17544;-8.2011;
0.0140449;-3.05518;0.0272401;8.14329;-8.16731;
0.0140475;-3.18893;0.0250411;8.09426;-8.11596;
0.0140508;-3.35738;0.0222462;8.02893;-8.04762;
0.0140557;-3.60833;0.0180228;7.92397;-7.93817;
0.0140633;-3.98913;0.0114743;7.74653;-7.75371;
0.0140733;-4.4742;0.00286348;7.48642;-7.48446;
0.0140833;-4.94176;-0.00574305;7.19597;-7.18483;
0.0140933;-5.38991;-0.0143192;6.8763;-6.85609;
0.0141033;-5.81682;-0.0228335;6.52868;-6.49943;
0.0141133;-6.22076;-0.0312605;6.15448;-6.11636;
0.0141233;-6.60009;-0.0395689;5.7552;-5.7083;
0.0141333;-6.95325;-0.0477342;5.33241;-5.27694;
0.0141433;-7.2788;-0.055726;4.8878;-4.82394;
0.0141533;-7.57542;-0.0635209;4.42313;-4.35114;
0.0141633;-7.84187;-0.0710895;3.94028;-3.86038;
0.0141733;-8.07707;-0.0784101;3.44115;-3.35366;
0.0141813;-8.24162;-0.0840631;3.03241;-2.93904;
0.0141841;-8.29334;-0.0860671;2.88784;-2.79242;
0.0141857;-8.31971;-0.087284;2.80728;-2.7106;
0.0141869;-8.33912;-0.0883935;2.74208;-2.64427;
0.0141882;-8.35656;-0.0896956;2.67553;-2.57638;
0.0141897;-8.37359;-0.091462;2.5983;-2.49737;
0.0141926;-8.3983;-0.0956895;2.44414;-2.33893;
0.0141958;-8.4151;-0.100757;2.28157;-2.17129;
0.0141988;-8.42586;-0.105784;2.12641;-2.01107;
0.0142029;-8.43597;-0.112748;1.90949;-1.78718;
0.0142086;-8.44469;-0.121695;1.61276;-1.48148;
0.0142169;-8.45192;-0.133084;1.17821;-1.03554;
0.0142269;-8.456;-0.14375;0.650611;-0.497254;
0.0142369;-8.45688;-0.150838;0.119261;0.0411844;
0.0142469;-8.45508;-0.154257;-0.415715;0.579604;
0.0142569;-8.45003;-0.154058;-0.954105;1.1178;
0.0142669;-8.43945;-0.15046;-1.49539;1.65551;
0.0142769;-8.41376;-0.144433;-2.03799;2.19207;
0.0142802;-8.39429;-0.142683;-2.21438;2.36672;
0.0142818;-8.37953;-0.142196;-2.30041;2.45225;
0.0142829;-8.36574;-0.14208;-2.36197;2.5137;
0.014284;-8.35061;-0.142168;-2.41932;2.57111;
0.0142844;-8.3448;-0.142221;-2.44013;2.59197;
0.0142851;-8.33451;-0.142331;-2.47568;2.62762;
0.0142855;-8.32734;-0.142415;-2.50001;2.65202;
0.0142861;-8.31834;-0.142518;-2.52995;2.68207;
0.0142869;-8.30484;-0.142677;-2.57398;2.72624;
0.0142878;-8.2907;-0.142836;-2.61923;2.77163;
0.0142893;-8.26488;-0.143119;-2.69939;2.85205;
0.0142908;-8.23896;-0.14338;-2.77751;2.93041;
0.0142923;-8.21206;-0.143637;-2.85586;3.00898;
0.0142941;-8.17888;-0.143928;-2.94949;3.10287;
0.0142959;-8.14502;-0.144201;-3.04152;3.19514;
0.0142982;-8.09923;-0.144535;-3.16137;3.31527;
0.0143009;-8.04427;-0.144885;-3.29852;3.45272;
0.0143043;-7.9697;-0.145288;-3.47474;3.62925;
0.0143089;-7.86539;-0.145727;-3.70467;3.85952;
0.0143149;-7.71702;-0.146151;-4.00462;4.15974;
0.0143243;-7.465;-0.146442;-4.45715;4.61229;
0.0143343;-7.16653;-0.146272;-4.92359;5.07823;
0.0143443;-6.83894;-0.145604;-5.37064;5.52426;
0.0143543;-6.48359;-0.144443;-5.79648;5.94855;
0.0143643;-6.10181;-0.142792;-6.19939;6.34938;
0.0143743;-5.69518;-0.140658;-6.57771;6.72512;
0.0143843;-5.26525;-0.138047;-6.92991;7.07424;
0.0143943;-4.8138;-0.13497;-7.25456;7.3953;
0.0144043;-4.34254;-0.131436;-7.55031;7.687;
0.0144143;-3.85344;-0.127459;-7.81596;7.94812;
0.0144243;-3.34837;-0.12305;-8.05041;8.1776;
0.0144283;-3.14097;-0.121163;-8.13556;8.26061;
0.0144301;-3.0472;-0.120295;-8.17139;8.29538;
0.0144312;-2.98983;-0.119759;-8.19205;8.31536;
0.0144323;-2.9357;-0.119248;-8.21025;8.33285;
0.0144333;-2.88009;-0.118719;-8.22723;8.34909;
0.0144347;-2.80982;-0.118041;-8.24583;8.36676;
0.0144368;-2.70083;-0.116964;-8.26836;8.38804;
0.0144394;-2.5618;-0.115535;-8.28833;8.40686;
0.0144421;-2.41753;-0.113979;-8.30242;8.42006;
0.0144454;-2.24197;-0.111976;-8.31429;8.43098;
0.0144496;-2.0214;-0.109287;-8.32462;8.44016;
0.0144556;-1.70141;-0.105056;-8.33492;8.44857;
0.0144629;-1.3169;-0.0995034;-8.34354;8.45455;
0.0144729;-0.785352;-0.0911205;-8.35208;8.45874;
0.0144829;-0.253339;-0.0821128;-8.35835;8.45996;
0.0144929;0.279026;-0.0727136;-8.36303;8.45882;
0.0145029;0.811638;-0.06316;-8.36616;8.45507;
0.0145129;1.34439;-0.0536892;-8.36726;8.44735;
0.0145214;1.79911;-0.0458437;-8.36511;8.43447;
0.0145266;2.07307;-0.0412816;-8.3603;8.41987;
0.0145297;2.23938;-0.0385831;-8.35366;8.40467;
0.0145315;2.33662;-0.03703;-8.34649;8.39101;
0.0145327;2.39965;-0.0360294;-8.33919;8.37901;
0.0145337;2.45494;-0.0351532;-8.33004;8.36592;
0.0145347;2.50768;-0.0343147;-8.31838;8.35138;
0.0145352;2.53287;-0.0339134;-8.31188;8.34401;
0.0145358;2.56573;-0.0333929;-8.30288;8.33409;
0.0145366;2.60398;-0.032785;-8.2919;8.32228;
0.0145373;2.64172;-0.0321861;-8.28076;8.31041;
0.0145382;2.69295;-0.03137;-8.26522;8.29392;
0.0145394;2.75276;-0.0304149;-8.24659;8.27425;
0.0145405;2.8127;-0.0294546;-8.22742;8.25402;
0.0145425;2.91556;-0.0277978;-8.19334;8.21818;
0.0145447;3.02921;-0.0259565;-8.15406;8.17691;
0.0145481;3.20717;-0.0230458;-8.08891;8.10865;
0.0145532;3.46749;-0.01873;-7.98557;8.00068;
0.0145597;3.79398;-0.0132111;-7.8418;7.85103;
0.0145697;4.28551;-0.00466075;-7.59389;7.59399;
0.0145797;4.76028;0.00389394;-7.31517;7.30617;
0.0145897;5.21637;0.012421;-7.00678;6.98872;
0.0145997;5.65193;0.0208954;-6.6699;6.64286;
0.0146097;6.06519;0.0292855;-6.3059;6.26998;
0.0146197;6.45446;0.0375667;-5.91618;5.87152;
0.0146297;6.81815;0.0457082;-5.50233;5.4491;
0.0146397;7.15479;0.0536861;-5.06596;5.00436;
0.0146497;7.46298;0.0614708;-4.60885;4.53909;
0.0146597;7.74148;0.0690394;-4.13277;4.05512;
0.0146697;7.98912;0.0763639;-3.63968;3.5544;
0.0146797;8.20487;0.0834248;-3.1315;3.0389;
0.0146836;8.28034;0.0861667;-2.92792;2.83247;
0.0146853;8.3104;0.0874503;-2.83888;2.74211;
0.0146866;8.33114;0.088509;-2.77234;2.67449;
0.0146878;8.3483;0.0896248;-2.71074;2.61173;
0.014689;8.3635;0.0909237;-2.64852;2.54821;
0.0146914;8.38725;0.0940178;-2.5243;2.42084;
0.0146941;8.40591;0.0981994;-2.38188;2.27423;
0.0146971;8.41954;0.103103;-2.22711;2.11452;
0.0147004;8.42991;0.108704;-2.05371;1.93552;
0.0147052;8.43969;0.116522;-1.80438;1.67835;
0.0147116;8.44773;0.126175;-1.46834;1.33266;
0.0147216;8.45429;0.138627;-0.94272;0.794557;
0.0147316;8.4568;0.14761;-0.413323;0.256178;
0.0147416;8.45648;0.15295;0.119772;-0.282283;
0.0147516;8.45336;0.154634;0.656427;-0.820624;
0.0147616;8.44631;0.152758;1.19631;-1.35865;
0.0147716;8.43126;0.147743;1.73865;-1.89598;
0.0147772;8.41366;0.144168;2.04002;-2.19378;
0.0147799;8.39864;0.142649;2.18502;-2.33725;
0.0147815;8.3849;0.141995;2.27442;-2.42601;
0.0147826;8.37331;0.141783;2.33187;-2.48323;
0.0147837;8.35863;0.141763;2.39197;-2.54331;
